Sphinx 2.2.10-id64-release (2c212e0)
Copyright (c) 2001-2015, Andrew Aksyonoff
Copyright (c) 2008-2015, Sphinx Technologies Inc (http://sphinxsearch.com)

using config file '/data/server/gaojian/sphinx/sphinx.conf'...
dumping dictionary for index 'talent_index'...
keyword,docs,hits,offset
鎿,4,4,241183806
鏀,6,8,15195267
鏁,16,19,183444658
鏂,99,342,330989454
鏃,32,59,211490713
鏄,4,4,27190162
鏅,3,3,175278694
鏇,116,1802,219833256
鏈,80,225,8677334
鏉,34,71,163806169
鏊,9,9,332120634
鏋,5,5,231145988
鏌,1,1,1551257
鏍,24,27,171313944
鏑,4,4,141772866
鏔,1,1,27982986
鏖,11,12,373760304
鏚,1,1,362628232
鏝,1,1,154830620
鏡,8,21,94665224
鏩,1,1,105449674
鏫,1,1,235755006
鏬,1,1,81721481
鏭,1,1,108596354
鏸,2,2,47772076
鏹,1,1,125445566
鐀,1,1,289341588
鐈,1,1,299432561
鐊,1,1,52200239
鐎,1,1,50217196
鐏,16,66,119966016
鐑,1,2,253898590
鐓,2,2,90068719
鐔,1,1,322346674
鐖,1,1,69331799
鐗,43,134,98357779
鐘,7,11,313823405
鐙,1,1,233269371
鐚,1,1,80989878
鐜,11,12,307575125
鐞,5,5,88760309
鐢,23,45,27477957
鐣,10,10,148315058
鐥,2,2,204469289
鐧,3,5,139294489
鐨,64,320,349958121
鐩,11,14,196102472
鐭,13,17,183484653
鐮,58,144,35775951
鐴,1,1,328428439
鐵,1,1,213734762
鐹,1,1,225021291
鐼,1,1,339407953
鐽,2,2,227548046
鐾,10,11,7688911
鑄,1,1,318675208
鑅,1,1,251806577
鑇,1,1,91861219
鑊,1,1,83705516
鑋,1,1,105680793
鑐,1,1,282176490
鑑,7,8,262433274
鑒,1,1,66323231
鑙,1,1,266001423
鑝,1,1,280045138
鑣,1,1,179942010
鑧,1,1,175498656
鑨,1,1,335922069
鑫,5466,7412,160051707
鑮,1,1,1247064
鑰,2,2,371207270
鑱,1,1,203379628
鑳,47,122,142693848
鑴,11,22,374942979
鑷,14,14,143267016
鑸,1,5,358599946
鑺,2,2,37457537
鑻,1,1,158273415
鑼,6,10,356832892
鑿,1,1,153450830
钀,1,1,366984071
钁,1,1,184275882
钂,1,1,35791666
钃,10,15,159250370
钅,19,26,196708454
钇,17,20,151792407
针,38589,66686,367787676
钉,311,507,204432582
钊,231,246,33680137
钌,4,4,377273021
钎,50,77,27217487
钏,11,11,147668568
钐,4,10,338698622
钒,71,116,6205589
钓,1056,1309,166491488
钕,22,27,224471699
钖,1,1,4164279
钗,23,26,168369336
钙,173,302,215254418
钛,324,512,179040137
钜,168,232,328227108
钝,71,92,216325379
钞,392,627,23370709
钟,4556,6433,176023211
钠,203,343,301683619
钡,16,27,272337818
钢,11144,29338,50426652
钣,803,1408,122105568
钤,5,5,299467758
钥,1125,1968,273926735
钦,599,853,52414050
钧,529,684,118262276
钨,75,112,284589041
钩,693,867,261453339
钪,9,13,63107339
钫,1,1,129601068
钬,9,15,289184175
钭,3,3,258909065
钮,1315,1969,62253849
钯,26,43,132289191
钰,425,465,306930650
钱,5520,9076,240706052
钲,10,11,87992995
钳,854,1256,103034726
钴,61,111,312913503
钵,11,19,233146938
钶,6,6,80827135
钸,4,4,323102122
钺,9,9,69336136
钻,10074,12931,98364841
钼,75,111,315549466
钽,18,23,254011055
钾,127,243,79045358
钿,13,13,90489081
铀,26,102,344499706
铁,16001,44204,224332201
铂,572,798,1291340
铃,1551,3112,173217605
铄,17,17,337620689
铅,299,519,231029678
铆,820,967,13535958
铇,1,1,161178226
铈,5,16,323490171
铉,13,13,220217260
铋,18,23,175456722
铌,14,23,331508994
铍,2,89,208036831
铎,75,85,16237271
铏,1,1,179046109
铐,9,9,355164376
铑,3,5,190185726
铒,4,4,43519942
铖,55,61,37016432
铗,1,1,158219062
铘,1,1,376247749
铙,1,1,197640086
铛,17,30,145759711
铜,2388,3891,371321176
铝,2006,4304,203379931
铞,1,1,31544613
铟,18,56,142806828
铠,50,62,311952822
铡,10,10,233968090
铢,4,5,83676802
铣,1031,1586,108473073
铤,5,6,308080019
铦,1,1,84536969
铧,19,26,106630171
铨,50,60,318166250
铩,3,3,250388067
铪,7,9,74646450
铫,1,1,90638063
铬,91,207,320085321
铭,2501,3137,247966137
铮,136,169,70060962
铯,2,4,96217502
铰,88,156,293112359
铱,25,30,279528231
铲,86,106,52680576
铳,1,1,115875975
铵,70,95,263939235
银,53291,199749,48580740
铷,6,11,122978292
铸,1736,3332,290356780
铹,1,1,257323750
铺,13724,35215,57658463
铼,10,12,283828333
铽,4,4,262912022
链,14447,27755,67029267
铿,31,36,127825531
销,130962,1000620,233269421
锁,9447,16847,313777647
锂,429,1032,112416890
锃,9,9,80995224
锄,16,21,240841960
锅,1721,3339,307575194
锆,38,99,103061750
锈,621,1048,253898613
锉,18,25,315446235
锊,4,4,90068625
锋,3735,5148,77807056
锌,341,666,242177115
锍,4,4,322868969
锎,1,1,98361040
锏,11,11,69322703
锐,9415,11216,273790069
锑,27,41,299432629
锕,2,2,300888855
锖,1,1,119966002
锗,30,62,50217225
锘,12,12,259770229
错,11089,15249,289341595
锚,347,590,132289387
锛,29,66,62269619
锜,1,1,262404956
锝,3,3,286559903
锟,63,65,63410096
锠,1,1,225020761
锡,7036,15366,343823113
锢,14,14,169312321
锣,178,284,4171661
锤,397,453,227548063
锥,120,154,339407256
锦,5994,9155,166630294
锨,28,173,215728467
锩,1,1,327802569
锪,3,4,175986944
锫,1,1,23344003
锬,2,2,214036657
锭,86,139,328427849
键,19551,35926,177845075
锯,160,236,18569828
锰,99,237,196267708
锱,2,2,349858878
锲,138,144,149689623
锴,57,58,183484302
锵,33,48,366686122
锶,13,25,159237257
锷,4,6,35775923
锸,2,2,197281684
锹,2,4,378495638
锺,10,10,148315000
锻,13543,17985,27478079
锼,1,1,204461148
镀,717,1494,266001430
镁,252,422,305944791
镂,18,24,124349838
镅,2,2,293263719
镆,5,6,118058384
镇,7245,12443,55616098
镉,17,27,282176372
镊,5,8,125526566
镌,8,8,257103568
镍,180,355,290355338
镎,1,1,138144183
镏,6,9,57384507
镐,79,109,238402923
镑,98,125,307725145
镒,28,49,105680800
镓,16,24,83705414
镔,8,8,233921199
镕,5,8,311374467
镖,144,245,107884168
镗,115,193,82708747
镘,2,2,249848822
镙,7,10,320087418
镚,6,7,97049161
镛,7,8,71115852
镜,2831,5425,251806584
镝,14,14,318675117
镞,1,1,91861213
镟,1,19,77290511
镡,1,1,358599956
镣,42,135,37328298
镥,1,1,356832844
镦,20,24,153385142
镧,5,8,45178595
镨,2,2,202704500
镪,7,7,142694106
镫,6,95,30938098
镬,1,88,197407522
镭,172,245,374942002
镯,2,2,29408935
镰,7,9,227990924
镱,5,5,335922034
镲,6,7,160036797
镳,3,3,12062538
镴,1,1,224213920
镵,1,1,344340110
镶,160,213,172506648
長,119,250,1245645
镸,1,1,210029346
长,110446,265430,24449930
門,223,402,215249426
閃,2,4,19588127
閆,1,1,176023197
閊,1,1,166497198
開,283,2288,6204265
閌,1,1,224471864
閍,1,1,342644605
閎,1,1,167318222
閐,1,1,204434317
閒,6,7,139259218
間,241,386,33751786
閛,1,1,35791686
閜,1,1,196705828
閞,1,2,151793743
閠,1,1,242613858
閡,1,1,323074963
関,114,511,98361246
閣,1,1,69336312
閩,3,3,306930628
閪,1,1,103034719
閫,20,26,87993062
閭,61,170,312913874
閮,4,4,110824035
閰,1,1,261451808
閱,4,6,284595767
閲,2,4,129605193
閴,1,1,258909095
閽,1,1,299467736
閿,11,12,52429379
闂,8,10,145759814
闃,7,7,29470382
闄,6,8,203441314
闆,2,3,142787975
闇,7,8,31675160
闈,10,10,190162829
闊,7,7,151813280
闑,1,1,323490165
闒,1,1,175456714
闘,2,2,224413004
闙,1,1,344485578
關,49,125,230332714
闝,1,1,337621383
闟,1,1,13535171
闡,1,1,290356772
闢,1,1,138960732
闣,2,2,57720731
闦,1,1,127826541
门,117289,405461,279534752
闩,6,6,293101750
闪,1232,1795,115868493
闫,602,674,53303810
闭,5052,6705,304699941
问,111525,298651,123175661
闯,727,932,48576830
闰,25,28,250370141
闱,6,6,318166545
闲,21793,25712,90638069
闳,18,19,74646335
间,184473,496943,247978617
闵,3570,3908,320069253
闶,1,2,96215185
闷,89,121,70061795
闸,1950,2581,233958956
闹,713,978,311953147
闺,75,115,108486811
闻,17339,43853,83598320
闼,7,14,238498137
闽,822,1168,308075622
闾,20,30,106630051
阀,1336,2979,23017624
阁,939,1254,175978657
阂,53,74,327808412
阅,19789,31146,177937130
阆,38,53,328421901
阈,153,219,4174602
阉,12,41,169697448
阊,26,37,343807166
阋,2,2,225020427
阌,2,2,7633877
阍,2,2,166630225
阎,156,190,339529821
阐,893,1058,27313974
阑,49,59,148314465
阒,2,2,378581073
阓,1,1,197288167
阔,3235,3425,34525123
阕,6,14,139307425
阖,15,24,369097948
阗,3,3,204434918
阙,56,63,149690603
阚,41,46,348912168
阛,1,1,196101348
阜,2117,2872,35747205
阝,1,1,159234241
队,134606,376171,183575096
阡,33,44,90069077
阧,1,1,242179070
阪,180,285,313823450
阫,1,1,233892437
阮,207,228,307533201
阱,80,93,132307575
防,24511,60335,289220003
阳,52565,100996,259544469
阴,1620,2746,63401522
阵,2751,4100,130784927
阶,26830,53853,286564356
阻,1914,2756,273835845
阼,1,1,50367070
阿,9564,17920,270553072
陀,2114,2334,30954241
陂,104,144,371206696
附,34582,40990,28811383
际,79958,157810,142891678
陆,11942,18347,375016431
陇,277,345,197619372
陈,15992,25621,37258369
陉,23,28,158240977
陊,1,1,359197478
陋,62,65,188570852
陌,2781,3702,45178646
降,16364,28007,153450879
陎,2,2,356832727
限,190849,561552,17034994
陓,1,1,210028953
陕,5393,9594,175467168
陗,1,1,220222963
陛,13,14,228924912
陝,1,1,172510654
陟,19,40,223882278
陠,1,1,66323224
陡,41,46,125525491
院,145330,376115,282176582
陣,1,1,262436425
除,19618,30040,57399371
陨,27,36,50181308
险,44040,142599,124350119
陪,3429,4609,305879096
陬,2,2,55170774
陭,1,1,118055103
陰,2,2,70095006
陱,3,3,97047149
陲,5,5,320092918
陳,25,55,249848866
陵,1930,2664,92472003
陶,2304,3309,318662830
陷,5289,13326,251779212
陸,10,11,83705530
険,26,36,307708296
陽,29,62,107882656
隄,1,1,80827176
隅,392,727,110829512
隆,4146,5936,312821700
隇,1,1,233145484
隈,10,10,69338667
隉,1,1,98413879
隊,38,85,322892338
隋,140,168,242602596
隍,24,27,90462284
階,27,45,315745646
随,24310,33518,254011972
隐,4265,6590,50401881
隑,1,1,121602537
隔,2098,3008,52516121
隗,22,22,273926484
隘,18,26,63107398
隙,410,597,129605347
際,100,156,261450920
障,21087,38568,61740865
隞,1,1,289184272
隠,1,3,6206309
隡,1,1,166497239
隥,1,1,167318180
隧,1895,5888,224725052
隨,8,11,19371051
險,20,49,329579847
隮,1,1,328226802
隯,1,1,216173641
隰,1,1,35795258
隱,1,2,159312124
隳,3,3,184273148
隵,1,1,151780985
隶,2264,2642,351757677
隷,1,2,196708573
隸,2,2,33680116
隹,6,7,139248947
隺,1,1,367966155
隼,15,22,27222558
隽,185,279,147671338
难,23447,33458,377160824
雀,1213,2406,55164347
雁,785,1019,115875993
雄,3520,5417,48559673
雅,11282,19792,122916368
集,132089,453329,304724623
雇,1497,2346,264126433
雉,2,2,138523058
雋,4,4,257385538
雌,15,19,67096169
雍,328,393,127838925
雎,5,5,283828297
雏,433,581,262583353
雑,4,4,108510093
雒,18,21,311952719
雕,922,1362,106624131
雗,1,1,238499858
雙,10,29,90634213
雚,1,1,318166773
雜,4,4,70075275
雝,1,1,96217518
雞,1,1,319802191
雟,1,1,247966130
雠,2,2,43486942
雡,1,1,151794578
離,13,22,355802231
難,25,57,190185751
雥,1,1,158232788
雨,4400,7270,30077817
雩,1,1,145767009
雪,5220,7456,375464945
雫,1,1,197637894
雯,642,787,203445397
雲,3,4,344880649
雳,30,50,224418954
雴,1,1,13539857
零,34092,64410,337442785
雷,5805,9340,230305633
雹,18,20,175456910
雺,1,1,323478907
電,213,496,220192831
雼,1,1,16237078
雾,588,877,331793809
需,104517,338944,149691046
霁,36,39,45237320
霂,1,1,196098850
霄,281,342,159232785
霆,194,241,184176849
震,2414,3613,366686628
霈,10,10,148314825
霉,174,263,27312656
霌,1,1,139294654
霍,960,1480,34867417
霎,3,4,204460748
霏,71,90,369096633
霑,1,1,4574013
霓,82,128,343366825
霔,1,1,166630261
霕,1,1,7633870
霖,547,617,227673471
霗,1,1,339530646
霘,1,1,175978650
霜,178,245,178063136
霞,1689,1971,212814147
霣,1,1,299432794
霥,1,1,50367058
霧,2,2,300888796
霭,4,4,63291366
霯,1,1,286697523
霰,2,2,112416366
露,3857,5983,233820005
霸,1506,2411,90069270
霹,27,48,77832783
霽,1,1,69310316
霾,75,101,242179101
靂,1,1,228924883
靈,9,9,180735500
靍,1,1,24449654
青,51329,85587,188571224
靓,352,447,359195568
靖,956,1356,191888851
靘,1,1,142695310
静,12960,17916,31044009
靛,14,18,371175250
靜,9,9,143257203
靝,1,1,28811376
非,44465,62517,197407998
靟,1,1,375071859
靠,87919,109255,105680962
靡,126,129,83705596
面,134527,501347,237820707
靥,6,7,82691068
革,24750,37094,70998750
靮,1,1,251779205
靰,1,1,124546105
靲,1,1,266001196
靳,231,244,305896050
靴,100,159,117535897
靶,180,327,280464522
靸,2,2,125526554
靼,4,4,138144240
鞁,1,1,63115464
鞃,1,1,283828952
鞅,1,1,61740858
鞊,1,1,272516697
鞋,1924,3535,301685668
鞌,6,11,118265170
鞍,1869,3368,52429438
鞏,1,2,299467725
鞑,3,3,69336319
鞒,8,9,242179569
鞔,2,2,90462270
鞖,1,1,254253326
鞗,1,1,315554051
鞘,41,153,103021941
鞝,1,1,80827691
鞟,1,1,312821299
鞠,133,145,139258516
鞣,2,18,368063992
鞤,1,1,147669317
鞥,1,1,27222653
鞫,1,1,366947946
鞭,193,214,46260933
鞯,10,12,351396980
鞲,2,2,215256082
鞳,1,1,329062426
鞴,8,9,176174241
鞷,1,1,328226809
韁,1,1,74646280
韄,1,1,96217826
韈,2,2,108487236
韐,1,1,138523072
韓,17,21,290365722
韔,1,1,127826584
韘,1,1,116844916
韜,4,4,122916343
韦,1551,2325,208036976
韧,2707,3010,331778005
韨,1,1,173215821
韩,8558,18483,1247881
韪,1,1,224413459
韫,13,13,344893965
韬,363,491,162197723
韭,12,17,13540259
韰,1,1,145766991
音,27632,57127,375336266
韵,1080,1373,31329831
韶,802,1270,203441363
韸,1,1,151794227
韻,4,4,355799161
韾,1,1,188443683
響,9,10,358058325
頁,6,65,158274160
頂,6,8,359208285
頃,5,5,188834549
項,142,394,152190407
順,36,58,355870214
須,9,13,30937933
頉,1,1,142423202
頌,3,3,29455128
預,25,44,12788572
頑,15,15,160859540
頒,4,4,336530263
頕,1,1,172470534
頗,1,1,223882270
領,45,89,16466821
頚,2,2,332106315
頜,1,1,24960914
頝,1,1,175539848
頞,1,1,323989529
頠,1,1,49739836
頡,1,1,124236448
頫,1,1,262443974
頭,9,11,137717522
頴,2,2,82741948
頸,1,1,71168939
頺,1,1,320092961
頻,13,17,249885729
頼,21,40,75559225
頽,1,1,91098312
顆,1,1,339404832
題,84,162,18580205
額,19,26,178065147
顏,2,2,214036894
顔,2,2,35071911
願,9,12,27311477
顛,2,2,197276677
類,66,129,369334264
顧,81,204,240870823
顭,1,1,97638895
顯,10,15,242009394
顱,1,1,118100725
顳,1,1,272539437
页,42917,153148,120324319
顶,184992,197512,300889283
顷,361,701,271123810
项,165530,1808532,133211907
顺,30551,47554,289861044
须,4966,6666,259774185
顼,9,9,63290381
顽,495,553,130782122
顾,46752,100083,285536709
顿,3200,4638,262372480
颀,12,17,58055124
颁,6773,10037,138993189
颂,358,536,291204686
预,87973,203564,66515363
颅,31,54,127824730
领,95724,218094,283186614
颇,1417,1551,262575743
颈,1693,2285,52548840
颉,50,54,115406845
颊,13,16,293037003
颋,3,8,279324563
颌,17,31,49737883
颍,40,49,124223336
颏,3,4,264286485
颐,797,1334,75158055
频,26458,84168,90759837
颓,78,192,250388496
颖,2778,3371,319774135
颗,1973,2381,247883392
题,97414,253344,83071990
颚,5,5,311641575
颛,20,22,233957982
颜,2008,2811,84552859
额,31271,62310,107739497
颞,3,3,309139295
颠,382,436,29467392
颡,7,9,145021935
颢,39,40,375148877
颤,68,101,32506102
颦,6,6,372470245
颧,2,2,203527946
風,19,33,43522588
颩,1,1,151814014
颭,1,1,157110454
颱,1,1,175314609
颹,1,1,174449814
颼,2,2,12834890
飁,1,1,98686710
飃,1,1,242811074
飊,1,1,306850368
飋,1,1,240589409
飍,1,1,110843574
风,48643,122267,312960668
飏,2,2,233251727
飑,1,1,130577032
飒,121,141,285535404
飓,44,46,262116864
飔,1,1,61739885
飗,1,1,258711915
飘,308,508,50396689
飙,143,160,120577068
飚,35,72,301642113
飛,10,12,271333390
飞,12684,21700,300070065
食,40277,85189,274080454
飡,1,1,178069865
飥,1,1,176174465
飦,2,2,328410775
飨,4,4,6710795
飬,2,2,4162973
飯,4,4,224469692
飲,5,9,367579682
飳,2,2,203548739
飷,1,1,197275867
飼,2,4,45897365
飽,1,1,150888110
飾,10,13,349975344
飿,2,3,196356588
餃,1,2,331987658
餄,1,1,175869654
養,13,14,229757350
餍,1,1,333
餏,1,1,344335368
餐,27254,54831,142566413
餓,1,1,371175243
餖,1,1,197622778
餘,1,1,158274206
餜,1,1,151847297
餞,1,1,190338336
館,7,9,105614422
餪,2,2,237761684
餭,1,1,82753764
餮,39,42,233924087
餱,1,1,66507429
餲,1,1,262444313
餴,1,1,137955328
餹,1,1,50093230
餿,1,1,293904119
饄,2,2,139426480
饆,1,1,205370257
饋,11,13,349958941
饌,2,2,159228850
饑,1,1,22804886
饓,1,1,327178844
饔,3,11,178064497
饕,53,59,18640225
饗,2,3,328429460
饛,1,1,343888750
饟,1,1,339404826
饢,1,1,259774172
饣,4,4,290009917
饥,86,92,63290857
饧,1,1,285536399
饨,8,11,118100732
饪,1330,1523,272516704
饬,3,3,120324297
饭,2922,4463,50369606
饮,45586,93219,271125765
饯,25,27,300889128
饰,34723,67288,90079650
饱,1347,1466,77981051
饲,638,1478,253905108
饴,8,8,97639537
饵,19,28,69292768
饶,1178,1559,242002866
饷,9,9,322274483
饸,1,1,112152465
饺,129,164,233265729
饼,1050,1428,103115558
饽,3,3,89000496
饾,1,1,240870816
饿,213,298,307619698
馀,11,20,108472402
馁,173,196,82956212
馃,1,1,311948104
馄,8,11,107739434
馅,25,34,84562921
馆,11487,22252,238798398
馈,31675,49989,90878037
馉,1,1,75158049
馊,1,1,250388488
馋,17,40,318167031
馍,16,29,70029414
馎,1,1,247893827
馏,159,265,319467414
馐,10,13,114855900
馒,36,59,279324688
馓,4,4,293035575
馔,7,7,124223996
馕,2,2,49737870
首,32150,56494,264137873
馗,9,12,305553459
香,15641,28474,58055697
馛,1,1,291204636
馝,1,2,66507731
馥,58,66,12834548
馨,1032,1285,175302380
馪,1,1,220191585
馬,7,7,179882196
馮,3,5,208044685
馯,1,1,331863338
馱,1,1,43521931
馳,2,8,355802355
馷,1,1,356947508
馺,1,1,197634747
馽,1,1,32506697
駅,5,12,52527295
駇,1,1,300056189
駎,1,1,258711958
駐,9,12,102842600
駒,1,1,240589426
駓,1,1,306850361
駕,6,9,80827983
駛,2,2,323111795
駢,1,1,184303995
駤,1,1,150888311
駧,1,1,349977423
駭,2,2,27259399
駲,1,1,227019413
駴,1,1,167189659
駼,1,1,176174459
駾,1,1,216330695
駿,6,10,328410734
騂,1,1,83705069
騄,2,2,311614547
騇,1,1,108344967
騋,1,1,97063735
騎,1,1,76373412
騒,1,1,50164516
験,129,383,124347508
騚,1,1,66505904
騝,1,1,257085021
騞,1,1,57384474
騟,1,1,138144169
騣,1,1,160859460
騨,1,1,331987079
騪,1,1,16796654
騮,1,1,24938246
騰,2,3,359618530
騶,1,1,44182138
騸,2,2,371102795
騽,1,1,197624647
驃,1,1,118100718
驉,1,1,259774083
驎,1,1,63290375
驑,2,2,233268184
驕,2,2,240850328
驗,56,124,103121691
驚,1,1,77988478
驞,1,1,69292731
驟,3,3,97638876
驠,1,1,349958643
驡,1,1,196268744
驥,1,1,183479141
驦,1,1,35068643
马,17563,29363,369254445
驭,698,809,205357058
驮,7,7,34887278
驯,49,71,139427243
驰,3213,5696,343872042
驱,5814,14663,225027934
驳,363,472,170488978
驴,404,812,339404962
驵,5,5,227547644
驶,23118,31428,6712716
驷,9,9,166566947
驸,2,4,327192215
驹,150,191,215457049
驺,1,1,22186810
驻,9750,13526,175896793
驼,169,307,328428452
驽,15,15,214036800
驾,28371,42944,18646379
驿,406,511,178065266
骁,96,125,219842270
骂,79,94,23678369
骄,992,1206,331863549
骅,165,219,208093151
骆,291,442,16238376
骇,43,52,179874762
骈,1,1,345529417
骊,76,115,1304988
骋,268,315,174265148
验,220762,685344,336544444
骍,1,1,229760231
骎,5,10,12835072
骏,1716,2448,161166361
骐,105,127,375148274
骑,1934,2681,197624702
骓,13,13,145758902
骖,1,1,32505793
骗,282,337,142888097
骚,244,296,43519978
骛,84,84,151813514
骜,8,8,356880455
骝,1,1,186994850
骞,69,72,35968218
骟,1,1,157112922
骠,5,5,318167952
骡,37,45,251377244
骤,2706,3301,318675382
骥,130,157,247880442
骧,17,18,96182787
骨,5072,7781,311617051
骰,49,79,291208632
骶,6,8,66893683
骷,12,16,127825447
骸,7,9,293035247
骹,1,1,279248297
骺,1,1,52600319
骻,1,1,115407126
骼,239,394,305817652
髁,9,21,204432524
髂,8,10,33585504
髅,9,11,197274566
髇,1,1,148265981
髋,23,40,159328205
髌,9,9,350884107
髒,1,1,18788647
髓,406,465,178067556
體,46,134,328409361
高,152051,473324,338755056
髝,1,1,224471311
髞,1,1,4162966
髟,3,3,167189257
髡,2,2,261791994
髦,34,34,61620521
髬,1,1,299467798
髭,2,2,274080443
髮,1,1,52529105
髯,30,53,118265376
髶,1,1,78260756
髷,1,4,90249454
髸,1,1,306930584
髻,3,3,102796826
髽,1,1,233170682
鬀,1,1,262444320
鬃,5,5,66502008
鬄,1,6,257085028
鬆,2,3,138144147
鬇,1,1,57384481
鬍,1,1,293904126
鬐,1,1,249885813
鬓,5,7,71168867
鬝,1,1,311616223
鬟,3,3,82741885
鬥,1,1,375133599
鬦,1,1,144926880
鬪,1,1,158273699
鬯,2,2,44182124
鬲,2,2,179903634
鬹,2,2,336531888
鬺,1,1,160859467
鬻,1,1,12787895
鬼,500,831,223874441
鬽,1,1,344148414
鬾,1,1,172479102
鬿,1,1,1245638
魁,176,247,315447309
魂,769,1086,90245104
魃,2,2,77988448
魄,597,749,242009471
魅,1504,1978,322274974
魇,1,1,69292760
魈,3,3,233267944
魉,3,3,313777606
魋,1,1,80920327
魎,1,1,103121679
魏,1512,1827,89001562
魓,3,3,63024004
魔,2929,5292,262389329
魕,1,1,286559896
魚,5,6,118095256
魜,1,1,271115051
魢,1,1,175896776
魤,1,1,214036669
魨,1,1,225055025
魬,1,1,227433140
魯,6,12,6712672
魲,1,1,148266376
魵,1,1,369254295
魶,1,1,139426568
魸,1,1,196268295
魹,1,1,349958935
魺,1,1,150885562
魻,1,1,45890709
鮄,1,1,186994843
鮇,1,1,35968212
鮑,2,2,345529505
鮓,1,1,1298045
鮗,1,1,13020052
鮘,1,1,219842263
鮙,1,1,323260069
鮞,1,1,179741814
鮣,1,1,52558178
鮫,1,5,58055100
鮬,2,2,262529318
鮮,10,15,127825298
鮰,1,1,233932290
鮲,1,1,108472470
鮴,1,1,238854676
鮽,1,1,319467407
鯆,1,1,167189653
鯇,1,1,4162906
鯈,2,2,214401900
鯉,1,1,329004506
鯊,1,1,178067527
鯌,1,1,216329760
鯍,1,1,328409618
鯑,2,4,366984119
鯗,1,1,45897282
鯘,1,1,204042425
鯙,1,1,367579814
鯝,1,1,378099304
鯞,1,1,148086988
鯢,1,1,102796850
鯣,1,1,87902049
鯤,2,2,233209356
鯩,2,2,323111783
鯪,2,2,98686772
鯯,2,2,78263044
鯵,1,1,300056183
鯷,1,1,52528362
鯼,1,1,258711999
鯾,1,1,132244096
鰁,1,1,56133680
鰂,3,3,276602359
鰃,1,1,294004650
